Year,Quarter,Month,Full Date,Category,Sub Category,Customer Age Group,Customer Gender,Customer Country,Sales Territory,Revenue,Number Of Orders
2016,2016-1,2016-01,1/24/2016,Books & Audible,All,Age 50-59,F,USA,All,216022.6143,2161
2016,2016-1,2016-01,1/24/2016,Books & Audible,All,Age 50-59,M,USA,All,495226.1639,4953
2016,2016-1,2016-01,1/24/2016,Books & Audible,All,Age 60 or above,M,USA,All,275727.407,2758
2016,2016-1,2016-01,1/24/2016,Books & Audible,All,Age 60 or above,F,USA,All,330896.3458,3309
2016,2016-1,2016-01,1/25/2016,Books & Audible,All,Age 24 or less,M,USA,All,332261.5596,3323
2016,2016-1,2016-01,1/25/2016,Books & Audible,All,Age 24 or less,F,USA,All,285308.5135,2854
2016,2016-1,2016-01,1/25/2016,Books & Audible,All,Age 25-31,M,USA,All,445270.1728,4453
2016,2016-1,2016-01,1/25/2016,Books & Audible,All,Age 25-31,F,USA,All,720306.6836,7204
2016,2016-1,2016-01,1/25/2016,Books & Audible,All,Age 32-39,M,USA,All,321706.7854,3218
2016,2016-1,2016-01,1/25/2016,Books & Audible,All,Age 32-39,F,USA,All,714138.4751,7142
2016,2016-1,2016-01,1/25/2016,Books & Audible,All,Age 40-49,M,USA,All,538631.2001,5387
2016,2016-1,2016-01,1/25/2016,Books & Audible,All,Age 40-49,F,USA,All,268562.1008,2686
2016,2016-1,2016-01,1/25/2016,Books & Audible,All,Age 50-59,F,USA,All,288500.4472,2886
2016,2016-1,2016-01,1/25/2016,Books & Audible,All,Age 50-59,M,USA,All,435734.1213,4358
2016,2016-1,2016-01,1/25/2016,Books & Audible,All,Age 60 or above,M,USA,All,142916.0933,1430
2016,2016-1,2016-01,1/25/2016,Books & Audible,All,Age 60 or above,F,USA,All,211221.035,2113
2016,2016-1,2016-01,1/26/2016,Books & Audible,All,Age 24 or less,M,USA,All,274614.2299,2747
2016,2016-1,2016-01,1/26/2016,Books & Audible,All,Age 24 or less,F,USA,All,375580.7175,3756
2016,2016-1,2016-01,1/26/2016,Books & Audible,All,Age 25-31,M,USA,All,758728.1337,7588
2016,2016-1,2016-01,1/26/2016,Books & Audible,All,Age 25-31,F,USA,All,766655.0562,7667
2016,2016-1,2016-01,1/26/2016,Books & Audible,All,Age 32-39,M,USA,All,532383.4716,5324
2016,2016-1,2016-01,1/26/2016,Books & Audible,All,Age 32-39,F,USA,All,719467.4187,7195
2016,2016-1,2016-01,1/26/2016,Books & Audible,All,Age 40-49,M,USA,All,392574.6975,3926
2016,2016-1,2016-01,1/26/2016,Books & Audible,All,Age 40-49,F,USA,All,400396.6086,4004
2016,2016-1,2016-01,1/26/2016,Books & Audible,All,Age 50-59,F,USA,All,471782.9892,4718
2016,2016-1,2016-01,1/26/2016,Books & Audible,All,Age 50-59,M,USA,All,365481.9243,3655
2016,2016-1,2016-01,1/26/2016,Books & Audible,All,Age 60 or above,M,USA,All,362866.3839,3629
2016,2016-1,2016-01,1/26/2016,Books & Audible,All,Age 60 or above,F,USA,All,298303.986,2984
2016,2016-1,2016-01,1/27/2016,Books & Audible,All,Age 24 or less,M,USA,All,160261.4395,1603
2016,2016-1,2016-01,1/27/2016,Books & Audible,All,Age 24 or less,F,USA,All,318222.2043,3183
2016,2016-1,2016-01,1/27/2016,Books & Audible,All,Age 25-31,M,USA,All,594347.0542,5944
2016,2016-1,2016-01,1/27/2016,Books & Audible,All,Age 25-31,F,USA,All,548496.6451,5485
2016,2016-1,2016-01,1/27/2016,Books & Audible,All,Age 32-39,M,USA,All,409519.2556,4096
2016,2016-1,2016-01,1/27/2016,Books & Audible,All,Age 32-39,F,USA,All,670160.309,6702
2016,2016-1,2016-01,1/27/2016,Books & Audible,All,Age 40-49,M,USA,All,598789.6879,5988
2016,2016-1,2016-01,1/27/2016,Books & Audible,All,Age 40-49,F,USA,All,515612.3509,5157
2016,2016-1,2016-01,1/27/2016,Books & Audible,All,Age 50-59,F,USA,All,225833.9265,2259
2016,2016-1,2016-01,1/27/2016,Books & Audible,All,Age 50-59,M,USA,All,444156.1283,4442
2016,2016-1,2016-01,1/27/2016,Books & Audible,All,Age 60 or above,M,USA,All,308690.2728,3087
2016,2016-1,2016-01,1/27/2016,Books & Audible,All,Age 60 or above,F,USA,All,170924.6221,1710
2016,2016-1,2016-01,1/28/2016,Books & Audible,All,Age 24 or less,M,USA,All,133208.5511,1333
2016,2016-1,2016-01,1/28/2016,Books & Audible,All,Age 24 or less,F,USA,All,102564.055,1026
2016,2016-1,2016-01,1/28/2016,Books & Audible,All,Age 25-31,M,USA,All,373605.0305,3737
2016,2016-1,2016-01,1/28/2016,Books & Audible,All,Age 25-31,F,USA,All,178050.6052,1781
2016,2016-1,2016-01,1/28/2016,Books & Audible,All,Age 32-39,M,USA,All,320722.9977,3208
2016,2016-1,2016-01,1/28/2016,Books & Audible,All,Age 32-39,F,USA,All,241901.0979,2420
2016,2016-1,2016-01,1/28/2016,Books & Audible,All,Age 40-49,M,USA,All,176654.0116,1767
2016,2016-1,2016-01,1/28/2016,Books & Audible,All,Age 40-49,F,USA,All,120403.3106,1205
2016,2016-1,2016-01,1/28/2016,Books & Audible,All,Age 50-59,F,USA,All,200858.6354,2009
2016,2016-1,2016-01,1/28/2016,Books & Audible,All,Age 50-59,M,USA,All,189759.4703,1898
2016,2016-1,2016-01,1/28/2016,Books & Audible,All,Age 60 or above,M,USA,All,142312.9026,1424
2016,2016-1,2016-01,1/28/2016,Books & Audible,All,Age 60 or above,F,USA,All,121532.8454,1216
2016,2016-1,2016-01,1/29/2016,Books & Audible,All,Age 24 or less,M,USA,All,182368.8262,1824
2016,2016-1,2016-01,1/29/2016,Books & Audible,All,Age 24 or less,F,USA,All,167794.1761,1678
2016,2016-1,2016-01,1/29/2016,Books & Audible,All,Age 25-31,M,USA,All,240476.3129,2405
2016,2016-1,2016-01,1/29/2016,Books & Audible,All,Age 25-31,F,USA,All,387506.26,3876
2016,2016-1,2016-01,1/29/2016,Books & Audible,All,Age 32-39,M,USA,All,225108.7587,2252
2016,2016-1,2016-01,1/29/2016,Books & Audible,All,Age 32-39,F,USA,All,307494.9332,3075
2016,2016-1,2016-01,1/29/2016,Books & Audible,All,Age 40-49,M,USA,All,129237.6254,1293
2016,2016-1,2016-01,1/29/2016,Books & Audible,All,Age 40-49,F,USA,All,216669.8092,2167
2016,2016-1,2016-01,1/29/2016,Books & Audible,All,Age 50-59,F,USA,All,105779.9211,1058
2016,2016-1,2016-01,1/29/2016,Books & Audible,All,Age 50-59,M,USA,All,109723.8098,1098
2016,2016-1,2016-01,1/29/2016,Books & Audible,All,Age 60 or above,M,USA,All,74355.246,744
2016,2016-1,2016-01,1/29/2016,Books & Audible,All,Age 60 or above,F,USA,All,115524.0881,1156
2016,2016-1,2016-01,1/30/2016,Books & Audible,All,Age 24 or less,M,USA,All,107499.386,1075
2016,2016-1,2016-01,1/30/2016,Books & Audible,All,Age 24 or less,F,USA,All,157738.2412,1578
2016,2016-1,2016-01,1/30/2016,Books & Audible,All,Age 25-31,M,USA,All,299144.1687,2992
2016,2016-1,2016-01,1/30/2016,Books & Audible,All,Age 25-31,F,USA,All,286185.4437,2862
2016,2016-1,2016-01,1/30/2016,Books & Audible,All,Age 32-39,M,USA,All,139612.7257,1397
2016,2016-1,2016-01,1/30/2016,Books & Audible,All,Age 32-39,F,USA,All,141505.3066,1416
2016,2016-1,2016-01,1/30/2016,Books & Audible,All,Age 40-49,M,USA,All,144484.9138,1445
2016,2016-1,2016-01,1/30/2016,Books & Audible,All,Age 40-49,F,USA,All,214780.5343,2148
2016,2016-1,2016-01,1/30/2016,Books & Audible,All,Age 50-59,F,USA,All,113259.6082,1133
2016,2016-1,2016-01,1/30/2016,Books & Audible,All,Age 50-59,M,USA,All,268370.1825,2684
2016,2016-1,2016-01,1/30/2016,Books & Audible,All,Age 60 or above,M,USA,All,68450.90035,685
2016,2016-1,2016-01,1/30/2016,Books & Audible,All,Age 60 or above,F,USA,All,86177.97825,862
2016,2016-1,2016-02,2/1/2016,Books & Audible,All,Age 24 or less,M,USA,All,123131.3496,1232
2016,2016-1,2016-02,2/1/2016,Books & Audible,All,Age 24 or less,F,USA,All,2317.56,24
2016,2016-1,2016-02,2/1/2016,Books & Audible,All,Age 25-31,M,USA,All,163981.6154,1640
2016,2016-1,2016-02,2/1/2016,Books & Audible,All,Age 25-31,F,USA,All,266608.9321,2667
2016,2016-1,2016-02,2/1/2016,Books & Audible,All,Age 32-39,M,USA,All,65679.502,657
2016,2016-1,2016-02,2/1/2016,Books & Audible,All,Age 32-39,F,USA,All,272728.981,2728
2016,2016-1,2016-02,2/1/2016,Books & Audible,All,Age 40-49,M,USA,All,148272.138,1483
2016,2016-1,2016-02,2/1/2016,Books & Audible,All,Age 40-49,F,USA,All,99390.4254,994
2016,2016-1,2016-02,2/1/2016,Books & Audible,All,Age 50-59,F,USA,All,72253.88625,723
2016,2016-1,2016-02,2/1/2016,Books & Audible,All,Age 50-59,M,USA,All,181587.8348,1816
2016,2016-1,2016-02,2/1/2016,Books & Audible,All,Age 60 or above,M,USA,All,109148.0915,1092
2016,2016-1,2016-02,2/1/2016,Books & Audible,All,Age 60 or above,F,USA,All,159134.2025,1592
2016,2016-1,2016-02,2/2/2016,Books & Audible,All,Age 24 or less,M,USA,All,107194.0506,1072
2016,2016-1,2016-02,2/2/2016,Books & Audible,All,Age 24 or less,F,USA,All,167194.2342,1672
2016,2016-1,2016-02,2/2/2016,Books & Audible,All,Age 25-31,M,USA,All,53155.3414,532
2016,2016-1,2016-02,2/2/2016,Books & Audible,All,Age 25-31,F,USA,All,226789.5427,2268
2016,2016-1,2016-02,2/2/2016,Books & Audible,All,Age 32-39,M,USA,All,232343.384,2324
2016,2016-1,2016-02,2/2/2016,Books & Audible,All,Age 32-39,F,USA,All,37381.659,374
2016,2016-1,2016-02,2/2/2016,Books & Audible,All,Age 40-49,M,USA,All,259300.8684,2594
2016,2016-1,2016-02,2/2/2016,Books & Audible,All,Age 40-49,F,USA,All,45777.0789,458
2016,2016-1,2016-02,2/2/2016,Books & Audible,All,Age 50-59,F,USA,All,133844.697,1339
2016,2016-1,2016-02,2/2/2016,Books & Audible,All,Age 50-59,M,USA,All,206980.7775,2070
2016,2016-1,2016-02,2/2/2016,Books & Audible,All,Age 60 or above,M,USA,All,44668.8725,447
2016,2016-1,2016-02,2/2/2016,Books & Audible,All,Age 60 or above,F,USA,All,14800.373,149
2016,2016-1,2016-02,2/3/2016,Books & Audible,All,Age 24 or less,M,USA,All,28846.419,289
2016,2016-1,2016-02,2/3/2016,Books & Audible,All,Age 24 or less,F,USA,All,118166.4666,1182
2016,2016-1,2016-02,2/3/2016,Books & Audible,All,Age 25-31,M,USA,All,68140.3037,682
2016,2016-1,2016-02,2/3/2016,Books & Audible,All,Age 25-31,F,USA,All,70962.9074,710
2016,2016-1,2016-02,2/3/2016,Books & Audible,All,Age 32-39,M,USA,All,245696.038,2457
2016,2016-1,2016-02,2/3/2016,Books & Audible,All,Age 32-39,F,USA,All,125966.183,1260
2016,2016-1,2016-02,2/3/2016,Books & Audible,All,Age 40-49,M,USA,All,296576.1666,2966
2016,2016-1,2016-02,2/3/2016,Books & Audible,All,Age 40-49,F,USA,All,221768.0262,2218
2016,2016-1,2016-02,2/3/2016,Books & Audible,All,Age 50-59,F,USA,All,692.22825,7
2016,2016-1,2016-02,2/3/2016,Books & Audible,All,Age 50-59,M,USA,All,172372.641,1724
2016,2016-1,2016-02,2/3/2016,Books & Audible,All,Age 60 or above,M,USA,All,141080.212,1411
2016,2016-1,2016-02,2/3/2016,Books & Audible,All,Age 60 or above,F,USA,All,90675.599,907
2016,2016-1,2016-02,2/4/2016,Books & Audible,All,Age 24 or less,M,USA,All,30240.7938,303
2016,2016-1,2016-02,2/4/2016,Books & Audible,All,Age 24 or less,F,USA,All,137951.1378,1380
2016,2016-1,2016-02,2/4/2016,Books & Audible,All,Age 25-31,M,USA,All,251893.347,2519
2016,2016-1,2016-02,2/4/2016,Books & Audible,All,Age 25-31,F,USA,All,20503.21315,206
2016,2016-1,2016-02,2/4/2016,Books & Audible,All,Age 32-39,M,USA,All,290452.071,2905
2016,2016-1,2016-02,2/4/2016,Books & Audible,All,Age 32-39,F,USA,All,135275.077,1353
2016,2016-1,2016-02,2/4/2016,Books & Audible,All,Age 40-49,M,USA,All,261684.5301,2617
2016,2016-1,2016-02,2/4/2016,Books & Audible,All,Age 40-49,F,USA,All,5748.2523,58
2016,2016-1,2016-02,2/4/2016,Books & Audible,All,Age 50-59,F,USA,All,244707.792,2448
2016,2016-1,2016-02,2/4/2016,Books & Audible,All,Age 50-59,M,USA,All,190431.444,1905
2016,2016-1,2016-02,2/4/2016,Books & Audible,All,Age 60 or above,M,USA,All,144742.2935,1448
2016,2016-1,2016-02,2/4/2016,Books & Audible,All,Age 60 or above,F,USA,All,89669.979,897
2016,2016-1,2016-02,2/5/2016,Books & Audible,All,Age 24 or less,M,USA,All,69524.1834,696
2016,2016-1,2016-02,2/5/2016,Books & Audible,All,Age 24 or less,F,USA,All,165519.9168,1656
2016,2016-1,2016-02,2/5/2016,Books & Audible,All,Age 25-31,M,USA,All,138806.3754,1389
2016,2016-1,2016-02,2/5/2016,Books & Audible,All,Age 25-31,F,USA,All,314339.6361,3144
2016,2016-1,2016-02,2/5/2016,Books & Audible,All,Age 32-39,M,USA,All,291084.689,2911
2016,2016-1,2016-02,2/5/2016,Books & Audible,All,Age 32-39,F,USA,All,112696.626,1127
2016,2016-1,2016-02,2/5/2016,Books & Audible,All,Age 40-49,M,USA,All,296266.2822,2963
2016,2016-1,2016-02,2/5/2016,Books & Audible,All,Age 40-49,F,USA,All,169319.6757,1694
2016,2016-1,2016-02,2/5/2016,Books & Audible,All,Age 50-59,F,USA,All,188894.0813,1889
2016,2016-1,2016-02,2/5/2016,Books & Audible,All,Age 50-59,M,USA,All,64884.204,649
2016,2016-1,2016-02,2/5/2016,Books & Audible,All,Age 60 or above,M,USA,All,129403.491,1295
2016,2016-1,2016-02,2/5/2016,Books & Audible,All,Age 60 or above,F,USA,All,56997.6225,570
2016,2016-1,2016-02,2/6/2016,Books & Audible,All,Age 24 or less,M,USA,All,42977.235,430
2016,2016-1,2016-02,2/6/2016,Books & Audible,All,Age 24 or less,F,USA,All,87495.0174,875
2016,2016-1,2016-02,2/6/2016,Books & Audible,All,Age 25-31,M,USA,All,28378.0049,284
2016,2016-1,2016-02,2/6/2016,Books & Audible,All,Age 25-31,F,USA,All,303470.0995,3035
2016,2016-1,2016-02,2/6/2016,Books & Audible,All,Age 32-39,M,USA,All,296731.967,2968
2016,2016-1,2016-02,2/6/2016,Books & Audible,All,Age 32-39,F,USA,All,325146.451,3252
2016,2016-1,2016-02,2/6/2016,Books & Audible,All,Age 40-49,M,USA,All,151773.0354,1518
2016,2016-1,2016-02,2/6/2016,Books & Audible,All,Age 40-49,F,USA,All,176781.2949,1768
2016,2016-1,2016-02,2/6/2016,Books & Audible,All,Age 50-59,F,USA,All,87684.16125,877
2016,2016-1,2016-02,2/6/2016,Books & Audible,All,Age 50-59,M,USA,All,549.43875,6
2016,2016-1,2016-02,2/6/2016,Books & Audible,All,Age 60 or above,M,USA,All,106352.6835,1064
2016,2016-1,2016-02,2/6/2016,Books & Audible,All,Age 60 or above,F,USA,All,97779.4965,978
2016,2016-1,2016-02,2/7/2016,Books & Audible,All,Age 24 or less,M,USA,All,54811.4574,549
2016,2016-1,2016-02,2/7/2016,Books & Audible,All,Age 24 or less,F,USA,All,90216.7392,903
2016,2016-1,2016-02,2/7/2016,Books & Audible,All,Age 25-31,M,USA,All,343041.5086,3431
2016,2016-1,2016-02,2/7/2016,Books & Audible,All,Age 25-31,F,USA,All,348396.9563,3484
2016,2016-1,2016-02,2/7/2016,Books & Audible,All,Age 32-39,M,USA,All,237140.267,2372
2016,2016-1,2016-02,2/7/2016,Books & Audible,All,Age 32-39,F,USA,All,222494.3,2225
2016,2016-1,2016-02,2/7/2016,Books & Audible,All,Age 40-49,M,USA,All,58954.6125,590
2016,2016-1,2016-02,2/7/2016,Books & Audible,All,Age 40-49,F,USA,All,58239.9279,583
2016,2016-1,2016-02,2/7/2016,Books & Audible,All,Age 50-59,F,USA,All,2010.267,21
2016,2016-1,2016-02,2/7/2016,Books & Audible,All,Age 50-59,M,USA,All,64244.1345,643
2016,2016-1,2016-02,2/7/2016,Books & Audible,All,Age 60 or above,M,USA,All,52086.4225,521
2016,2016-1,2016-02,2/7/2016,Books & Audible,All,Age 60 or above,F,USA,All,91935.97,920
2016,2016-1,2016-02,2/8/2016,Books & Audible,All,Age 24 or less,M,USA,All,110757.8178,1108
2016,2016-1,2016-02,2/8/2016,Books & Audible,All,Age 24 or less,F,USA,All,181487.9766,1815
2016,2016-1,2016-02,2/8/2016,Books & Audible,All,Age 25-31,M,USA,All,204667.8529,2047
2016,2016-1,2016-02,2/8/2016,Books & Audible,All,Age 25-31,F,USA,All,146810.2087,1469
2016,2016-1,2016-02,2/8/2016,Books & Audible,All,Age 32-39,M,USA,All,82224.821,823
2016,2016-1,2016-02,2/8/2016,Books & Audible,All,Age 32-39,F,USA,All,66986.843,670
2016,2016-1,2016-02,2/8/2016,Books & Audible,All,Age 40-49,M,USA,All,193656.7143,1937
2016,2016-1,2016-02,2/8/2016,Books & Audible,All,Age 40-49,F,USA,All,239490.4491,2395
2016,2016-1,2016-02,2/8/2016,Books & Audible,All,Age 50-59,F,USA,All,43243.58325,433
2016,2016-1,2016-02,2/8/2016,Books & Audible,All,Age 50-59,M,USA,All,30403.695,305
2016,2016-1,2016-02,2/8/2016,Books & Audible,All,Age 60 or above,M,USA,All,120805.6745,1209
2016,2016-1,2016-02,2/8/2016,Books & Audible,All,Age 60 or above,F,USA,All,25794.202,258
2016,2016-1,2016-02,2/9/2016,Books & Audible,All,Age 24 or less,M,USA,All,99545.9724,996
2016,2016-1,2016-02,2/9/2016,Books & Audible,All,Age 24 or less,F,USA,All,79321.3596,794
2016,2016-1,2016-02,2/9/2016,Books & Audible,All,Age 25-31,M,USA,All,111964.4635,1120
2016,2016-1,2016-02,2/9/2016,Books & Audible,All,Age 25-31,F,USA,All,314179.7953,3142
2016,2016-1,2016-02,2/9/2016,Books & Audible,All,Age 32-39,M,USA,All,320026.049,3201
2016,2016-1,2016-02,2/9/2016,Books & Audible,All,Age 32-39,F,USA,All,54937.547,550
2016,2016-1,2016-02,2/9/2016,Books & Audible,All,Age 40-49,M,USA,All,22792.8771,228
2016,2016-1,2016-02,2/9/2016,Books & Audible,All,Age 40-49,F,USA,All,198486.8109,1985
2016,2016-1,2016-02,2/9/2016,Books & Audible,All,Age 50-59,F,USA,All,103523.2118,1036
2016,2016-1,2016-02,2/9/2016,Books & Audible,All,Age 50-59,M,USA,All,172058.2763,1721
2016,2016-1,2016-02,2/9/2016,Books & Audible,All,Age 60 or above,M,USA,All,6042.1235,61
2016,2016-1,2016-02,2/9/2016,Books & Audible,All,Age 60 or above,F,USA,All,57364.496,574
2016,2016-1,2016-02,2/10/2016,Books & Audible,All,Age 24 or less,M,USA,All,165901.4448,1660
2016,2016-1,2016-02,2/10/2016,Books & Audible,All,Age 24 or less,F,USA,All,39055.9806,391
2016,2016-1,2016-02,2/10/2016,Books & Audible,All,Age 25-31,M,USA,All,158815.0288,1589
2016,2016-1,2016-02,2/10/2016,Books & Audible,All,Age 25-31,F,USA,All,375605.272,3757
2016,2016-1,2016-02,2/10/2016,Books & Audible,All,Age 32-39,M,USA,All,290840.228,2909
2016,2016-1,2016-02,2/10/2016,Books & Audible,All,Age 32-39,F,USA,All,75402.712,755
2016,2016-1,2016-02,2/10/2016,Books & Audible,All,Age 40-49,M,USA,All,183854.8089,1839
2016,2016-1,2016-02,2/10/2016,Books & Audible,All,Age 40-49,F,USA,All,119442.0654,1195
2016,2016-1,2016-02,2/10/2016,Books & Audible,All,Age 50-59,F,USA,All,131993.1428,1320
2016,2016-1,2016-02,2/10/2016,Books & Audible,All,Age 50-59,M,USA,All,108533.9693,1086
2016,2016-1,2016-02,2/10/2016,Books & Audible,All,Age 60 or above,M,USA,All,29173.5395,292
2016,2016-1,2016-02,2/10/2016,Books & Audible,All,Age 60 or above,F,USA,All,43425.6165,435
2016,2016-1,2016-02,2/11/2016,Books & Audible,All,Age 24 or less,M,USA,All,246237.4935,2463
2016,2016-1,2016-02,2/11/2016,Books & Audible,All,Age 24 or less,F,USA,All,110455.0474,1105
2016,2016-1,2016-02,2/11/2016,Books & Audible,All,Age 25-31,M,USA,All,376344.0645,3764
2016,2016-1,2016-02,2/11/2016,Books & Audible,All,Age 25-31,F,USA,All,444983.411,4450
2016,2016-1,2016-02,2/11/2016,Books & Audible,All,Age 32-39,M,USA,All,368517.0513,3686
2016,2016-1,2016-02,2/11/2016,Books & Audible,All,Age 32-39,F,USA,All,410148.3685,4102
2016,2016-1,2016-02,2/11/2016,Books & Audible,All,Age 40-49,M,USA,All,275567.1588,2756
2016,2016-1,2016-02,2/11/2016,Books & Audible,All,Age 40-49,F,USA,All,218019.2228,2181
2016,2016-1,2016-02,2/11/2016,Books & Audible,All,Age 50-59,F,USA,All,294236.7347,2943
2016,2016-1,2016-02,2/11/2016,Books & Audible,All,Age 50-59,M,USA,All,218960.7402,2190
2016,2016-1,2016-02,2/11/2016,Books & Audible,All,Age 60 or above,M,USA,All,124444.2615,1245
2016,2016-1,2016-02,2/11/2016,Books & Audible,All,Age 60 or above,F,USA,All,198489.9811,1985
2016,2016-1,2016-02,2/12/2016,Books & Audible,All,Age 24 or less,M,USA,All,239268.2456,2393
2016,2016-1,2016-02,2/12/2016,Books & Audible,All,Age 24 or less,F,USA,All,196359.7172,1964
2016,2016-1,2016-02,2/12/2016,Books & Audible,All,Age 25-31,M,USA,All,483187.2051,4832
2016,2016-1,2016-02,2/12/2016,Books & Audible,All,Age 25-31,F,USA,All,278008.1312,2781
2016,2016-1,2016-02,2/12/2016,Books & Audible,All,Age 32-39,M,USA,All,369322.1379,3694
2016,2016-1,2016-02,2/12/2016,Books & Audible,All,Age 32-39,F,USA,All,408742.2841,4088
2016,2016-1,2016-02,2/12/2016,Books & Audible,All,Age 40-49,M,USA,All,226999.0546,2270
2016,2016-1,2016-02,2/12/2016,Books & Audible,All,Age 40-49,F,USA,All,396995.1883,3970
2016,2016-1,2016-02,2/12/2016,Books & Audible,All,Age 50-59,F,USA,All,229147.4195,2292
2016,2016-1,2016-02,2/12/2016,Books & Audible,All,Age 50-59,M,USA,All,355085.3886,3551
2016,2016-1,2016-02,2/12/2016,Books & Audible,All,Age 60 or above,M,USA,All,203548.1508,2036
2016,2016-1,2016-02,2/12/2016,Books & Audible,All,Age 60 or above,F,USA,All,163583.8206,1636
2016,2016-1,2016-02,2/13/2016,Books & Audible,All,Age 24 or less,M,USA,All,314324.7962,3144
2016,2016-1,2016-02,2/13/2016,Books & Audible,All,Age 24 or less,F,USA,All,181568.9991,1816
2016,2016-1,2016-02,2/13/2016,Books & Audible,All,Age 25-31,M,USA,All,459925.1238,4600
2016,2016-1,2016-02,2/13/2016,Books & Audible,All,Age 25-31,F,USA,All,625693.1688,6257
2016,2016-1,2016-02,2/13/2016,Books & Audible,All,Age 32-39,M,USA,All,496584.8466,4966
2016,2016-1,2016-02,2/13/2016,Books & Audible,All,Age 32-39,F,USA,All,487492.3927,4875
2016,2016-1,2016-02,2/13/2016,Books & Audible,All,Age 40-49,M,USA,All,379139.1521,3792
2016,2016-1,2016-02,2/13/2016,Books & Audible,All,Age 40-49,F,USA,All,351255.6861,3513
2016,2016-1,2016-02,2/13/2016,Books & Audible,All,Age 50-59,F,USA,All,342978.6972,3430
2016,2016-1,2016-02,2/13/2016,Books & Audible,All,Age 50-59,M,USA,All,321252.4044,3213
2016,2016-1,2016-02,2/13/2016,Books & Audible,All,Age 60 or above,M,USA,All,199581.8665,1996
2016,2016-1,2016-02,2/13/2016,Books & Audible,All,Age 60 or above,F,USA,All,270987.3828,2710
2016,2016-1,2016-02,2/14/2016,Books & Audible,All,Age 24 or less,M,USA,All,355862.2158,3559
2016,2016-1,2016-02,2/14/2016,Books & Audible,All,Age 24 or less,F,USA,All,197971.6212,1980
2016,2016-1,2016-02,2/14/2016,Books & Audible,All,Age 25-31,M,USA,All,381310.2078,3814
2016,2016-1,2016-02,2/14/2016,Books & Audible,All,Age 25-31,F,USA,All,578307.7912,5784
2016,2016-1,2016-02,2/14/2016,Books & Audible,All,Age 32-39,M,USA,All,376557.0769,3766
2016,2016-1,2016-02,2/14/2016,Books & Audible,All,Age 32-39,F,USA,All,444207.2872,4443
2016,2016-1,2016-02,2/14/2016,Books & Audible,All,Age 40-49,M,USA,All,290855.2266,2909
2016,2016-1,2016-02,2/14/2016,Books & Audible,All,Age 40-49,F,USA,All,416871.3846,4169
2016,2016-1,2016-02,2/14/2016,Books & Audible,All,Age 50-59,F,USA,All,354829.1177,3549
2016,2016-1,2016-02,2/14/2016,Books & Audible,All,Age 50-59,M,USA,All,358560.7962,3586
2016,2016-1,2016-02,2/14/2016,Books & Audible,All,Age 60 or above,M,USA,All,188550.3706,1886
2016,2016-1,2016-02,2/14/2016,Books & Audible,All,Age 60 or above,F,USA,All,167040.7699,1671
2016,2016-1,2016-02,2/15/2016,Books & Audible,All,Age 24 or less,M,USA,All,300996.3693,3010
2016,2016-1,2016-02,2/15/2016,Books & Audible,All,Age 24 or less,F,USA,All,333326.1872,3334
2016,2016-1,2016-02,2/15/2016,Books & Audible,All,Age 25-31,M,USA,All,536669.8748,5367
2016,2016-1,2016-02,2/15/2016,Books & Audible,All,Age 25-31,F,USA,All,559795.6403,5598
2016,2016-1,2016-02,2/15/2016,Books & Audible,All,Age 32-39,M,USA,All,511876.5386,5119
2016,2016-1,2016-02,2/15/2016,Books & Audible,All,Age 32-39,F,USA,All,485142.7647,4852
2016,2016-1,2016-02,2/15/2016,Books & Audible,All,Age 40-49,M,USA,All,380780.9548,3808
2016,2016-1,2016-02,2/15/2016,Books & Audible,All,Age 40-49,F,USA,All,470450.3905,4705
2016,2016-1,2016-02,2/15/2016,Books & Audible,All,Age 50-59,F,USA,All,304225.3027,3043
2016,2016-1,2016-02,2/15/2016,Books & Audible,All,Age 50-59,M,USA,All,381173.9898,3812
2016,2016-1,2016-02,2/15/2016,Books & Audible,All,Age 60 or above,M,USA,All,196807.7595,1969
2016,2016-1,2016-02,2/15/2016,Books & Audible,All,Age 60 or above,F,USA,All,275670.2119,2757
2016,2016-1,2016-02,2/16/2016,Books & Audible,All,Age 24 or less,M,USA,All,406387.8291,4064
2016,2016-1,2016-02,2/16/2016,Books & Audible,All,Age 24 or less,F,USA,All,267584.282,2676
2016,2016-1,2016-02,2/16/2016,Books & Audible,All,Age 25-31,M,USA,All,740686.4973,7407
2016,2016-1,2016-02,2/16/2016,Books & Audible,All,Age 25-31,F,USA,All,635239.5196,6353
2016,2016-1,2016-02,2/16/2016,Books & Audible,All,Age 32-39,M,USA,All,648220.8804,6483
2016,2016-1,2016-02,2/16/2016,Books & Audible,All,Age 32-39,F,USA,All,526457.6383,5265
2016,2016-1,2016-02,2/16/2016,Books & Audible,All,Age 40-49,M,USA,All,300715.9183,3008
2016,2016-1,2016-02,2/16/2016,Books & Audible,All,Age 40-49,F,USA,All,556968.9679,5570
2016,2016-1,2016-02,2/16/2016,Books & Audible,All,Age 50-59,F,USA,All,414515.5413,4146
2016,2016-1,2016-02,2/16/2016,Books & Audible,All,Age 50-59,M,USA,All,454813.3555,4549
2016,2016-1,2016-02,2/16/2016,Books & Audible,All,Age 60 or above,M,USA,All,311142.8436,3112
2016,2016-1,2016-02,2/16/2016,Books & Audible,All,Age 60 or above,F,USA,All,147998.06,1480
